Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,WorkDays,HoursPerDay,LongestAbsence
34,No,Travel_Frequently,Sales,9,1,Technical Degree,565,Male,2,Sales Executive,Single,26570,2.0,13,1,5.0,3,3,0,2,2,3,4.0,3.0,2.0,230,8.026111111111105,3
29,No,Travel_Frequently,Research & Development,1,4,Medical,566,Male,3,Research Scientist,Divorced,27160,0.0,18,0,8.0,2,7,1,1,1,3,4.0,2.0,2.0,232,7.102371886973181,4
42,No,Travel_Rarely,Sales,21,2,Life Sciences,567,Female,1,Healthcare Representative,Single,22010,4.0,12,1,16.0,3,1,0,0,4,3,2.0,4.0,3.0,246,7.202196251129173,3
29,No,Travel_Rarely,Sales,4,2,Other,568,Female,2,Healthcare Representative,Married,65400,1.0,22,0,10.0,2,10,1,2,1,4,2.0,4.0,2.0,245,10.898558956916107,3
38,No,Travel_Rarely,Research & Development,1,3,Medical,569,Female,1,Human Resources,Married,38160,1.0,13,2,7.0,2,7,5,0,2,3,3.0,3.0,4.0,226,6.523463618485747,3
28,No,Travel_Frequently,Sales,6,4,Life Sciences,570,Male,1,Manager,Divorced,52530,1.0,15,0,3.0,2,3,0,2,3,3,3.0,3.0,3.0,236,10.684742231638415,3
18,Yes,Non-Travel,Research & Development,2,4,Medical,571,Male,3,Laboratory Technician,Single,109650,1.0,18,0,0.0,5,0,0,0,4,3,3.0,3.0,3.0,234,6.993391500474827,3
33,Yes,Travel_Rarely,Research & Development,3,2,Life Sciences,572,Male,1,Sales Executive,Single,49360,0.0,14,0,6.0,2,5,0,3,2,3,1.0,1.0,3.0,234,8.983830721747387,3
41,No,Travel_Rarely,Research & Development,4,2,Medical,573,Male,2,Research Scientist,Married,25430,3.0,12,0,6.0,3,1,0,0,3,3,2.0,4.0,3.0,238,8.124268207282913,3
31,Yes,Travel_Frequently,Sales,10,3,Technical Degree,574,Female,1,Research Director,Married,53040,1.0,17,0,2.0,3,2,2,2,4,3,3.0,3.0,2.0,231,7.129567099567101,3
37,No,Travel_Rarely,Research & Development,23,3,Life Sciences,575,Male,3,Manufacturing Director,Divorced,166590,7.0,16,1,10.0,2,6,1,3,3,3,3.0,4.0,3.0,244,8.00203096539162,3
27,No,Travel_Rarely,Research & Development,6,2,Medical,576,Female,1,Healthcare Representative,Married,42600,1.0,11,2,4.0,2,4,2,2,3,3,4.0,3.0,3.0,233,7.415027420123987,3
34,No,Travel_Rarely,Sales,1,1,Marketing,577,Female,2,Laboratory Technician,Married,24760,1.0,19,0,6.0,2,6,1,3,3,3,2.0,3.0,2.0,230,7.086783816425122,3
35,No,Travel_Rarely,Research & Development,6,3,Life Sciences,578,Female,3,Laboratory Technician,Single,31020,1.0,13,1,6.0,3,5,1,4,2,3,3.0,3.0,1.0,242,6.802122359963263,3
29,Yes,Travel_Rarely,Research & Development,6,3,Life Sciences,579,Male,1,Sales Executive,Married,22440,1.0,12,3,11.0,5,11,3,10,1,3,4.0,1.0,1.0,239,6.7926662017666155,3
40,No,Travel_Frequently,Research & Development,2,4,Medical,580,Male,4,Human Resources,Single,75960,9.0,11,0,20.0,0,18,2,13,1,3,2.0,3.0,2.0,234,6.714373219373221,3
42,Yes,Travel_Frequently,Sales,2,4,Life Sciences,581,Male,1,Laboratory Technician,Single,22850,0.0,16,0,22.0,3,21,13,14,1,3,3.0,1.0,2.0,231,8.018587061087063,3
42,No,Travel_Rarely,Research & Development,1,2,Life Sciences,582,Male,4,Laboratory Technician,Single,30340,7.0,21,1,9.0,3,6,1,5,2,4,2.0,1.0,4.0,231,7.69498917748918,4
35,No,Travel_Rarely,Research & Development,5,3,Medical,583,Male,1,Healthcare Representative,Married,57150,6.0,24,2,10.0,0,8,1,7,3,4,4.0,3.0,3.0,227,7.065130934899657,3
24,No,Travel_Rarely,Sales,7,4,Life Sciences,584,Female,1,Laboratory Technician,Single,25760,8.0,17,3,6.0,3,4,1,2,3,3,4.0,2.0,3.0,228,7.908282163742686,3
28,Yes,Travel_Rarely,Research & Development,15,4,Life Sciences,585,Male,2,Sales Executive,Married,41970,1.0,13,0,1.0,3,1,0,0,1,3,3.0,4.0,2.0,238,10.29105742296918,3
26,No,Travel_Rarely,Research & Development,1,4,Life Sciences,586,Male,2,Sales Representative,Married,143360,1.0,21,1,8.0,3,8,0,7,3,4,1.0,4.0,3.0,243,7.521268861454047,3
30,No,Travel_Rarely,Research & Development,7,2,Life Sciences,587,Female,1,Manufacturing Director,Married,34480,1.0,11,0,10.0,3,10,1,4,3,3,3.0,4.0,3.0,241,7.689250806823416,3
40,No,Travel_Frequently,Research & Development,26,4,Life Sciences,588,Male,2,Research Scientist,Married,194060,3.0,20,3,16.0,2,1,0,0,3,4,3.0,4.0,1.0,241,10.515668510834482,3
35,No,Travel_Rarely,Research & Development,18,5,Medical,589,Female,2,Research Scientist,Divorced,65380,2.0,16,1,15.0,3,7,6,4,3,3,3.0,2.0,4.0,237,6.898151664322545,4
34,No,Travel_Frequently,Research & Development,6,2,Life Sciences,590,Male,1,Research Director,Single,43060,0.0,11,0,14.0,2,13,4,9,3,3,4.0,1.0,3.0,243,7.492503429355276,3
35,No,Travel_Frequently,Research & Development,3,3,Medical,591,Female,2,Laboratory Technician,Married,22580,1.0,11,1,2.0,2,2,2,2,3,3,4.0,4.0,4.0,240,7.9864849537037,3
43,Yes,Travel_Rarely,Sales,5,3,Marketing,592,Female,3,Research Scientist,Single,45220,8.0,15,1,7.0,3,4,1,3,3,3,1.0,3.0,2.0,242,7.510137741046828,3
32,No,Non-Travel,Research & Development,11,2,Other,593,Female,2,Research Scientist,Divorced,44870,1.0,11,0,1.0,5,1,0,0,2,3,3.0,1.0,3.0,228,6.594826998050681,3
56,No,Travel_Rarely,Research & Development,3,2,Other,594,Male,2,Healthcare Representative,Divorced,44490,4.0,15,0,28.0,3,5,4,2,1,3,4.0,1.0,3.0,226,6.2822836774827895,4
29,No,Travel_Rarely,Research & Development,26,1,Life Sciences,595,Male,1,Laboratory Technician,Married,22180,1.0,24,1,10.0,1,10,0,8,3,4,2.0,4.0,3.0,238,7.468521241830064,3
19,No,Travel_Rarely,Research & Development,23,4,Life Sciences,596,Male,2,Laboratory Technician,Single,191970,1.0,12,0,1.0,2,1,0,0,3,3,3.0,1.0,3.0,239,7.285244072524412,3
45,No,Travel_Rarely,Research & Development,22,3,Life Sciences,597,Female,2,Sales Representative,Married,132120,4.0,13,0,7.0,4,3,0,2,3,3,1.0,3.0,2.0,244,8.797695810564667,3
37,No,Travel_Rarely,Research & Development,14,4,Life Sciences,598,Male,3,Research Scientist,Married,65770,1.0,13,0,14.0,1,14,3,11,1,3,4.0,4.0,2.0,243,6.775005715592139,3
20,No,Travel_Rarely,Research & Development,6,3,Medical,599,Male,5,Research Director,Single,83920,1.0,17,0,2.0,5,2,1,2,3,3,1.0,3.0,2.0,234,6.6995500949667575,3
44,Yes,Travel_Rarely,Human Resources,6,2,Human Resources,600,Male,3,Sales Executive,Single,45580,1.0,13,1,6.0,2,6,0,2,1,3,3.0,3.0,3.0,231,10.402478354978353,3
53,No,Travel_Rarely,Research & Development,6,4,Life Sciences,601,Male,1,Research Director,Divorced,40310,3.0,12,1,26.0,3,7,4,7,2,3,4.0,3.0,3.0,243,5.996221993598531,3
29,No,Travel_Rarely,Research & Development,23,3,Medical,602,Male,1,Sales Executive,Married,79690,0.0,14,0,6.0,3,5,1,3,3,3,2.0,4.0,2.0,237,8.894559306141588,3
22,Yes,Travel_Frequently,Research & Development,22,4,Medical,603,Male,1,Sales Representative,Married,26540,0.0,24,0,1.0,5,0,0,0,2,4,3.0,4.0,3.0,237,9.878622831692443,3
46,No,Travel_Rarely,Research & Development,2,3,Life Sciences,604,Male,2,Research Scientist,Married,165550,8.0,14,2,28.0,4,26,15,9,3,3,3.0,1.0,3.0,236,5.993167372881351,3
44,No,Non-Travel,Research & Development,20,3,Life Sciences,605,Male,1,Sales Representative,Single,45560,2.0,13,0,6.0,4,0,0,0,3,3,4.0,3.0,3.0,232,6.17086566091954,3
33,No,Travel_Rarely,Research & Development,28,4,Life Sciences,606,Female,1,Manager,Married,60910,1.0,15,0,5.0,6,5,1,4,1,3,2.0,3.0,3.0,237,7.82051336146273,3
41,Yes,Non-Travel,Research & Development,12,3,Life Sciences,607,Male,2,Sales Representative,Divorced,195660,6.0,16,0,5.0,2,1,0,0,4,3,1.0,1.0,1.0,240,7.181788194444441,4
30,No,Travel_Rarely,Sales,20,3,Marketing,608,Male,3,Sales Executive,Divorced,48100,8.0,18,0,8.0,3,4,0,3,2,3,3.0,1.0,3.0,234,7.494121557454892,3
40,No,Travel_Frequently,Sales,9,3,Medical,609,Male,1,Manufacturing Director,Married,45230,5.0,16,1,5.0,5,0,0,0,4,3,2.0,2.0,3.0,226,6.791671583087516,4
50,No,Travel_Frequently,Research & Development,25,4,Life Sciences,610,Female,2,Healthcare Representative,Married,32020,2.0,24,1,32.0,2,2,2,2,3,4,4.0,1.0,3.0,239,7.2283275220827505,3
28,No,Travel_Rarely,Research & Development,6,3,Technical Degree,611,Male,2,Research Scientist,Married,23510,1.0,16,0,6.0,4,6,3,3,3,3,4.0,1.0,3.0,226,7.196454031465092,5
46,No,Travel_Rarely,Research & Development,8,4,Other,612,Male,3,Manager,Married,17020,5.0,21,0,25.0,2,4,0,3,3,4,4.0,2.0,3.0,237,7.289913267698075,4
35,No,Travel_Rarely,Sales,4,4,Marketing,613,Male,1,Laboratory Technician,Married,180410,3.0,20,1,15.0,3,7,1,7,2,4,3.0,1.0,3.0,236,8.49840042372881,3
24,Yes,Travel_Rarely,Human Resources,28,4,Human Resources,614,Male,3,Manufacturing Director,Married,28860,1.0,19,1,1.0,5,1,0,0,3,3,4.0,2.0,1.0,227,6.562475526186982,3
33,No,Travel_Frequently,Research & Development,9,2,Medical,615,Female,1,Sales Executive,Married,20970,1.0,14,2,10.0,5,10,0,1,2,3,2.0,3.0,2.0,226,6.017825712881019,3
36,No,Travel_Rarely,Research & Development,9,2,Medical,616,Male,2,Sales Executive,Divorced,119350,1.0,11,3,7.0,6,7,1,7,4,3,3.0,3.0,3.0,229,6.5835213488597715,3
30,No,Travel_Rarely,Sales,29,3,Marketing,617,Male,1,Sales Executive,Divorced,25460,1.0,14,1,10.0,2,10,8,9,3,3,3.0,3.0,2.0,242,6.008942837465561,3
44,No,Travel_Rarely,Research & Development,3,4,Medical,618,Male,2,Research Scientist,Single,25640,1.0,12,3,20.0,3,20,13,17,1,3,4.0,4.0,3.0,237,7.5908509142053475,3
20,No,Travel_Rarely,Research & Development,18,4,Medical,619,Male,1,Human Resources,Single,84120,1.0,13,0,2.0,2,2,2,2,2,3,3.0,4.0,3.0,238,6.281038748832864,3
46,No,Travel_Rarely,Sales,9,1,Medical,620,Female,1,Sales Executive,Divorced,141180,2.0,22,0,12.0,3,6,1,4,3,4,4.0,4.0,2.0,230,6.215752415458936,4
42,No,Non-Travel,Research & Development,5,4,Medical,621,Male,5,Sales Executive,Married,170460,7.0,11,0,10.0,3,4,0,3,2,3,4.0,1.0,4.0,240,7.501866898148147,3
60,No,Travel_Rarely,Sales,2,2,Life Sciences,622,Male,2,Sales Executive,Divorced,25640,0.0,14,1,12.0,3,11,1,9,3,3,2.0,4.0,3.0,239,8.617627847512788,3
32,No,Travel_Frequently,Sales,10,3,Life Sciences,623,Female,1,Sales Executive,Married,102660,1.0,11,0,2.0,3,2,2,2,3,3,3.0,2.0,3.0,235,7.265763593380613,3
32,No,Travel_Frequently,Research & Development,9,3,Life Sciences,624,Female,2,Research Scientist,Single,50700,4.0,12,1,10.0,6,8,0,7,3,3,4.0,3.0,3.0,234,8.392867996201328,3
36,No,Travel_Rarely,Sales,3,2,Marketing,625,Male,4,Healthcare Representative,Divorced,178610,2.0,18,0,17.0,2,7,7,7,2,3,3.0,1.0,3.0,238,8.036303688141926,3
33,No,Travel_Rarely,Sales,26,2,Marketing,626,Male,1,Research Scientist,Married,42300,0.0,12,0,15.0,0,14,4,10,3,3,1.0,4.0,3.0,234,6.055536562203226,3
40,No,Travel_Rarely,Research & Development,1,3,Medical,627,Female,2,Research Scientist,Divorced,37800,7.0,12,0,7.0,2,5,1,3,1,3,2.0,2.0,4.0,230,7.2911014492753665,3
25,No,Travel_Rarely,Research & Development,6,2,Medical,628,Female,1,Laboratory Technician,Single,27680,0.0,22,1,5.0,0,4,1,1,3,4,3.0,4.0,3.0,244,8.014339708561021,3
30,No,Travel_Rarely,Sales,9,3,Marketing,629,Female,1,Research Scientist,Married,90710,0.0,19,1,12.0,2,11,5,7,2,3,4.0,2.0,3.0,238,9.183357843137257,3
42,No,Travel_Frequently,Human Resources,8,2,Medical,630,Male,1,Sales Executive,Married,106480,3.0,13,1,20.0,1,1,0,0,3,3,1.0,1.0,3.0,245,9.528811791383223,3
35,No,Non-Travel,Research & Development,1,1,Life Sciences,631,Male,2,Sales Executive,Married,136100,4.0,22,2,16.0,4,13,4,12,2,4,3.0,4.0,2.0,244,9.8076400273224,3
27,No,Travel_Rarely,Research & Development,7,3,Life Sciences,632,Male,3,Manufacturing Director,Married,34080,1.0,24,0,9.0,2,9,6,8,3,4,1.0,1.0,2.0,233,9.176214830710544,4
54,No,Travel_Frequently,Research & Development,9,2,Medical,633,Male,2,Sales Representative,Divorced,29830,7.0,14,1,33.0,2,5,1,4,2,3,4.0,3.0,1.0,239,6.318405392840545,3
44,No,Travel_Rarely,Human Resources,4,4,Life Sciences,634,Male,5,Laboratory Technician,Married,76320,1.0,21,0,10.0,3,10,7,7,3,4,1.0,4.0,3.0,234,6.005806030389361,5
19,Yes,Non-Travel,Sales,2,2,Other,635,Male,3,Healthcare Representative,Single,98240,1.0,18,0,1.0,2,1,0,0,3,3,1.0,2.0,4.0,236,8.388885357815436,3
29,No,Travel_Rarely,Research & Development,19,4,Life Sciences,636,Male,1,Manufacturing Director,Divorced,99500,1.0,20,0,3.0,3,3,1,2,3,4,1.0,4.0,3.0,230,7.376378019323668,3
54,No,Travel_Rarely,Research & Development,9,4,Life Sciences,637,Male,2,Sales Executive,Married,20930,3.0,19,0,36.0,2,10,0,9,3,3,4.0,4.0,3.0,244,7.671983151183978,3
31,No,Travel_Rarely,Research & Development,21,3,Life Sciences,638,Male,2,Laboratory Technician,Married,99800,1.0,12,0,6.0,1,6,0,1,3,3,3.0,1.0,2.0,240,8.59181828703704,3
31,No,Travel_Rarely,Sales,24,1,Marketing,639,Female,1,Sales Executive,Single,38940,1.0,12,0,10.0,3,10,1,8,4,3,3.0,1.0,3.0,236,7.271392419962332,3
59,No,Travel_Rarely,Research & Development,3,4,Technical Degree,640,Male,1,Research Scientist,Single,40510,5.0,16,3,13.0,3,6,0,5,3,3,3.0,4.0,3.0,240,7.37045717592593,3
43,No,Travel_Rarely,Research & Development,11,2,Life Sciences,641,Male,3,Laboratory Technician,Married,168350,3.0,17,1,25.0,3,8,0,7,3,3,3.0,4.0,3.0,238,6.593010037348274,3
49,No,Travel_Rarely,Sales,14,4,Life Sciences,642,Male,2,Research Scientist,Married,62300,2.0,14,0,23.0,2,1,0,0,2,3,1.0,3.0,4.0,229,6.701772197962152,3
36,No,Travel_Frequently,Sales,5,2,Marketing,643,Female,1,Laboratory Technician,Married,47170,1.0,19,1,12.0,3,11,0,7,3,3,3.0,2.0,2.0,243,6.08672610882487,3
48,No,Travel_Rarely,Research & Development,1,4,Life Sciences,644,Female,2,Laboratory Technician,Single,132370,5.0,13,1,7.0,2,1,0,0,4,3,4.0,2.0,2.0,242,6.085262855831037,3
27,No,Travel_Rarely,Research & Development,6,4,Life Sciences,645,Male,2,Laboratory Technician,Divorced,37550,1.0,19,0,5.0,2,5,0,3,3,3,1.0,3.0,3.0,231,7.984060846560845,3
29,No,Travel_Rarely,Sales,17,4,Medical,646,Male,1,Laboratory Technician,Divorced,65820,1.0,19,1,6.0,3,6,1,0,3,3,3.0,4.0,3.0,245,8.795437641723359,3
48,No,Travel_Rarely,Sales,1,1,Marketing,647,Male,2,Manufacturing Director,Single,74060,6.0,14,2,25.0,2,1,0,0,3,3,4.0,4.0,4.0,241,6.180496772706313,3
29,No,Travel_Rarely,Research & Development,3,3,Technical Degree,648,Female,2,Healthcare Representative,Divorced,48050,2.0,16,1,9.0,2,7,1,7,3,3,4.0,4.0,2.0,238,6.917482492997203,3
34,No,Travel_Rarely,Sales,9,4,Medical,649,Female,2,Laboratory Technician,Married,27410,0.0,15,1,2.0,3,1,0,0,3,3,3.0,3.0,2.0,238,5.984335901027079,3
44,No,Travel_Rarely,Research & Development,4,3,Life Sciences,650,Female,1,Laboratory Technician,Married,42620,7.0,18,0,26.0,2,22,3,10,3,3,2.0,2.0,3.0,233,7.0229673342870775,3
33,No,Travel_Rarely,Research & Development,8,2,Life Sciences,651,Female,2,Research Scientist,Divorced,161840,0.0,13,1,10.0,2,9,0,8,4,3,4.0,3.0,3.0,234,11.03096035137702,3
19,No,Travel_Rarely,Sales,2,4,Marketing,652,Male,3,Laboratory Technician,Single,115570,1.0,22,0,1.0,0,1,0,1,3,4,2.0,4.0,3.0,233,10.783780400572244,3
23,No,Travel_Rarely,Sales,2,3,Medical,653,Male,3,Laboratory Technician,Married,18780,1.0,13,1,1.0,2,1,0,1,3,3,4.0,3.0,3.0,227,7.4851700930004865,3
25,Yes,Travel_Frequently,Research & Development,1,1,Life Sciences,654,Male,1,Manufacturing Director,Single,109320,1.0,11,1,1.0,3,1,1,0,3,3,3.0,4.0,3.0,244,9.204768897996356,3
26,No,Travel_Rarely,Human Resources,9,3,Life Sciences,655,Male,2,Research Scientist,Single,68110,1.0,11,1,8.0,4,8,2,2,3,3,3.0,4.0,2.0,245,8.68797278911564,3
45,Yes,Travel_Rarely,Human Resources,12,3,Human Resources,656,Male,2,Laboratory Technician,Single,43060,2.0,11,2,26.0,3,24,1,11,3,3,1.0,2.0,3.0,231,9.87869047619047,3
55,No,Non-Travel,Research & Development,27,3,Life Sciences,657,Female,2,Manager,Divorced,48590,1.0,24,1,34.0,3,33,15,0,4,4,4.0,2.0,3.0,240,9.622883101851848,3
21,Yes,Travel_Frequently,Research & Development,20,2,Medical,658,Female,4,Research Scientist,Single,53370,1.0,14,1,2.0,2,2,2,2,3,3,1.0,3.0,1.0,241,7.594680728446287,5
46,No,Travel_Rarely,Research & Development,1,4,Life Sciences,659,Male,1,Manufacturing Director,Married,23400,2.0,13,1,26.0,2,11,0,8,1,3,4.0,2.0,3.0,238,6.901101774042949,3
34,No,Travel_Rarely,Sales,13,4,Medical,660,Male,3,Sales Representative,Single,74910,0.0,14,1,4.0,3,3,0,2,2,3,3.0,1.0,3.0,240,8.918751157407405,3
51,No,Travel_Frequently,Research & Development,14,3,Life Sciences,661,Male,2,Research Director,Divorced,105270,4.0,14,0,31.0,3,29,11,10,3,3,4.0,2.0,2.0,246,10.986178861788622,3
59,No,Travel_Rarely,Research & Development,4,2,Life Sciences,662,Male,2,Research Scientist,Single,165950,6.0,21,1,25.0,2,9,5,4,3,4,4.0,4.0,2.0,234,6.592285137701812,3
34,No,Travel_Frequently,Sales,14,4,Medical,663,Female,3,Research Scientist,Divorced,88340,4.0,13,1,15.0,1,11,5,10,3,3,3.0,2.0,4.0,240,6.795719907407405,3
28,No,Travel_Frequently,Research & Development,2,3,Other,664,Female,1,Manager,Single,55770,0.0,19,0,5.0,3,4,0,2,3,3,4.0,3.0,2.0,230,10.374410628019325,3
44,No,Travel_Rarely,Research & Development,3,4,Life Sciences,665,Male,2,Research Scientist,Divorced,47070,1.0,17,0,26.0,4,25,14,13,1,3,3.0,1.0,2.0,235,7.8081950354609875,3
34,No,Travel_Frequently,Sales,1,3,Life Sciences,666,Male,2,Sales Executive,Married,24000,4.0,18,1,14.0,3,10,1,8,3,3,3.0,2.0,4.0,235,7.497001182033097,3
35,No,Travel_Rarely,Research & Development,9,3,Life Sciences,667,Male,4,Healthcare Representative,Married,98240,0.0,19,0,4.0,2,3,2,2,3,3,3.0,3.0,3.0,246,10.482086720867207,3
42,No,Travel_Rarely,Research & Development,23,4,Life Sciences,668,Female,1,Manager,Married,64470,6.0,13,0,18.0,3,1,0,0,3,3,2.0,2.0,3.0,234,9.421422127255465,3
43,No,Travel_Rarely,Research & Development,7,2,Medical,669,Female,1,Laboratory Technician,Single,195020,3.0,18,2,23.0,3,21,15,17,4,3,4.0,4.0,4.0,231,6.413299663299666,3
36,No,Travel_Rarely,Research & Development,2,4,Medical,670,Male,1,Healthcare Representative,Single,27250,9.0,21,1,18.0,4,16,5,12,2,4,3.0,2.0,3.0,247,10.608310841205576,3
44,Yes,Travel_Rarely,Research & Development,21,4,Life Sciences,671,Female,2,Laboratory Technician,Married,62720,1.0,19,1,10.0,3,10,0,5,3,3,1.0,4.0,3.0,237,5.9810314111579945,3
28,No,Travel_Frequently,Research & Development,2,3,Life Sciences,672,Female,2,Sales Representative,Married,21270,1.0,14,0,2.0,3,2,2,2,3,3,4.0,4.0,3.0,232,9.709561781609192,3
51,No,Travel_Frequently,Sales,21,4,Medical,673,Male,2,Research Scientist,Single,182000,0.0,17,0,8.0,3,7,7,7,3,3,2.0,3.0,2.0,229,6.9883248423095585,3
30,No,Non-Travel,Research & Development,2,4,Other,674,Male,1,Research Scientist,Single,20960,7.0,11,3,10.0,2,8,1,7,3,3,3.0,3.0,3.0,244,9.513817167577411,3
29,Yes,Travel_Rarely,Research & Development,29,4,Technical Degree,675,Female,1,Sales Representative,Divorced,28860,3.0,13,0,10.0,4,7,7,7,3,3,2.0,3.0,3.0,234,8.406775878442547,4
28,No,Travel_Rarely,Sales,1,4,Life Sciences,676,Female,2,Sales Representative,Single,20330,2.0,15,1,5.0,5,3,1,2,3,3,4.0,1.0,2.0,233,6.799669766332852,3
25,No,Travel_Rarely,Research & Development,18,2,Life Sciences,677,Male,1,Research Scientist,Single,36220,1.0,25,0,2.0,0,2,2,1,3,4,4.0,2.0,2.0,232,7.9832914272030635,4
32,No,Travel_Rarely,Research & Development,10,4,Other,678,Female,1,Sales Executive,Married,42330,1.0,11,0,10.0,5,10,0,8,3,3,3.0,4.0,4.0,227,6.805245961820853,3
45,No,Travel_Frequently,Research & Development,19,3,Medical,679,Male,3,Laboratory Technician,Single,36810,3.0,17,1,22.0,2,0,0,0,3,3,3.0,2.0,3.0,241,6.023483171968647,4
39,No,Travel_Rarely,Sales,29,1,Marketing,680,Female,1,Laboratory Technician,Divorced,54600,6.0,13,2,21.0,3,19,15,2,3,3,3.0,2.0,3.0,244,8.39013433515483,4
58,No,Travel_Rarely,Research & Development,27,3,Other,681,Male,2,Laboratory Technician,Divorced,21870,1.0,18,1,2.0,1,2,2,2,1,3,1.0,3.0,3.0,228,6.0355056042884945,3
32,Yes,Travel_Rarely,Research & Development,5,3,Technical Degree,682,Female,1,Sales Executive,Married,96020,1.0,13,1,10.0,3,10,1,1,3,3,4.0,3.0,3.0,238,6.4912324929972,3
39,Yes,Travel_Rarely,Research & Development,18,2,Life Sciences,683,Male,2,Laboratory Technician,Single,28360,0.0,20,0,6.0,3,5,0,3,2,4,3.0,1.0,3.0,242,7.722481634527087,3
30,No,Travel_Rarely,Sales,9,1,Marketing,684,Male,4,Research Director,Married,40890,0.0,18,0,10.0,2,9,6,7,4,3,1.0,4.0,3.0,237,6.2263818565400815,3
36,No,Travel_Rarely,Sales,1,3,Marketing,685,Male,2,Sales Executive,Married,166270,3.0,12,0,10.0,5,7,1,7,2,3,4.0,3.0,3.0,240,6.722831018518514,3
46,No,Travel_Rarely,Sales,4,3,Medical,686,Male,1,Research Scientist,Single,26190,6.0,12,1,10.0,3,7,5,7,2,3,4.0,1.0,4.0,236,7.708216807909609,3
28,No,Non-Travel,Research & Development,1,3,Medical,687,Male,5,Sales Executive,Married,56790,0.0,13,0,10.0,2,9,7,5,2,3,3.0,4.0,3.0,237,8.013723628691984,3
50,No,Travel_Rarely,Research & Development,20,2,Medical,688,Female,5,Laboratory Technician,Married,154020,4.0,21,0,25.0,3,3,1,2,2,4,4.0,1.0,3.0,233,10.404741297091086,3
40,Yes,Travel_Rarely,Sales,8,1,Other,689,Male,1,Laboratory Technician,Single,59850,2.0,13,3,9.0,1,5,1,0,2,3,4.0,2.0,3.0,239,9.801315667131572,3
52,Yes,Travel_Rarely,Research & Development,3,2,Technical Degree,690,Male,3,Laboratory Technician,Single,25790,9.0,19,1,10.0,1,8,7,7,3,3,2.0,2.0,2.0,238,9.97450046685341,3
30,No,Travel_Rarely,Research & Development,6,4,Medical,691,Female,1,Sales Executive,Married,30410,1.0,11,1,9.0,2,9,0,8,2,3,2.0,1.0,3.0,244,10.406511839708555,3
39,No,Travel_Rarely,Research & Development,26,1,Medical,692,Male,2,Healthcare Representative,Single,34470,0.0,14,0,9.0,5,8,1,7,3,3,1.0,3.0,3.0,244,6.005927823315116,4
31,No,Non-Travel,Research & Development,1,2,Medical,693,Male,1,Sales Executive,Divorced,195130,1.0,12,1,10.0,1,10,9,6,2,3,4.0,3.0,2.0,230,10.098737922705315,3
41,No,Non-Travel,Sales,6,3,Life Sciences,694,Female,1,Research Director,Single,27730,1.0,11,0,19.0,3,19,11,9,3,3,3.0,2.0,3.0,232,7.825096982758625,3
31,Yes,Travel_Frequently,Research & Development,3,1,Life Sciences,695,Male,1,Sales Executive,Single,71040,1.0,14,1,3.0,3,3,2,2,3,3,4.0,2.0,4.0,235,9.07882151300236,3
44,Yes,Travel_Rarely,Sales,5,3,Life Sciences,696,Male,1,Laboratory Technician,Married,63220,4.0,11,1,10.0,2,3,1,2,3,3,1.0,1.0,4.0,229,5.9845693837942715,3
42,No,Non-Travel,Research & Development,4,3,Life Sciences,697,Male,2,Laboratory Technician,Married,20830,0.0,12,2,21.0,3,20,2,10,2,3,3.0,3.0,2.0,239,9.682367503486748,4
55,No,Travel_Rarely,Sales,11,3,Technical Degree,698,Male,2,Manufacturing Director,Married,83810,4.0,15,1,23.0,3,19,9,11,3,3,4.0,3.0,3.0,228,6.600917397660818,3
56,No,Travel_Rarely,Sales,3,2,Medical,699,Female,3,Manufacturing Director,Single,26910,6.0,16,1,36.0,6,7,7,7,3,3,4.0,2.0,3.0,232,8.004705459770117,3
40,No,Non-Travel,Research & Development,1,1,Life Sciences,700,Male,1,Laboratory Technician,Divorced,42860,9.0,15,0,6.0,6,4,0,0,3,3,3.0,3.0,3.0,240,7.306210648148146,3
34,No,Travel_Rarely,Research & Development,3,2,Technical Degree,701,Male,2,Research Director,Divorced,26590,0.0,24,3,10.0,2,9,1,6,3,4,4.0,4.0,2.0,239,7.377629009762897,3
40,No,Travel_Rarely,Sales,4,3,Medical,702,Male,2,Sales Executive,Single,94340,1.0,13,1,9.0,3,9,8,8,2,3,3.0,4.0,3.0,244,5.978105646630234,3
41,No,Travel_Frequently,Sales,1,4,Other,703,Female,2,Healthcare Representative,Divorced,55610,0.0,11,0,10.0,2,9,1,7,2,3,3.0,1.0,3.0,235,7.67068794326241,3
35,No,Travel_Frequently,Sales,1,2,Technical Degree,704,Male,2,Manager,Single,66460,1.0,13,1,9.0,2,9,1,1,2,3,3.0,3.0,3.0,234,9.504919278252613,3
51,No,Travel_Rarely,Sales,18,2,Life Sciences,705,Male,4,Manufacturing Director,Divorced,77250,1.0,13,1,33.0,2,33,0,10,3,3,3.0,2.0,3.0,238,9.523341503267964,3
